u_knowledge,detail_title
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: WG: Hans Voigt | Saphir HR Sta
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP: BAVTEL 2.0 Identdatei: Dateifo
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: bearbeitete Aufgaben bleibe
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: BEM-Vorgang wurde vom System e
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP_HR: Stand Zeitkonten für EZA in
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP: WG: SAP T91 Zugang mit myCard
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,"DTAG SAP: BAVTEL 2.0 ""Fehlerprotokoll Ei"
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP: WG: Bereitschaftszeiten festle
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG Technische HR-Themen: Vertreterrege
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG MYPORTAL: Aufgaben hängen / Virgini
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG MYPORTAL: Aufgaben hängen / Andreas
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP: Falsches Benutzermenü SAP HR
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: WG: alter Abwesenheitsantrag
DTSE,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Löschung Arbeitsauftrag in MyP
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Fehlermeldung Abwesenheit A
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG MYPORTAL: Arbeitszeitnachweis - Sei
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Todesfall
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG ONE.GRC: falscher zugriff  in SAP
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
DTSE,DTAG SAP: SAP Fehlermeldung - Robert Kla
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-PYPB,DTAG Benefit Portal: BB AT Wandlung in D
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Status ist auf fehlerhaft
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Fehlerhafter Urlaubsantrag
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: WG: Fehlerhafte Eingabe
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Falsch zugespielter Workflo
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG Zeitmanagement: Zeiten in My Portal
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP: BavTel 20: Einspielung der Aus
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: WG: A1 certificate error
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Reisemanagement: A1 Bescheinigung F
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP: Bitte korrigieren; Falscheintr
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: BEM-Vorgang wurde vom System e
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP: WG: Störungsticket IM003881069
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: WG: Bitte Workflow aus MyPorta
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP HR-System P91: Keine Berechtigu
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: gebuchte Zeite in m
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP HR-System P91: Report fehlerhaf
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP_HR: Ich kann die Aufgabe zur Ge
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP: WG: BAVTEL 2.0 GoLive - Incide
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Fehlerhafte Buchung 'Krank mit
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Anzeige Urlaubstage in MyPorta
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: SAP Fehler
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Fehlerhafter SAP Zugriff
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP: WG: FAlschanzeige in myPortal
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP: IM0038840655 - WG: FAlschanzei
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Urlaubsantrag hängt in der
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG Reisemanagement: HRDE-1003841984//
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Auftrag löschen - Abwesenheit
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP HR-System P91: Störung SKBz
HR Enabling,DTAG Technische HR-Themen: Fehlermeldung
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Problem bei der Genehmigung ei
TI.GSO.DE.SOLMAN-SAPHR-REORG,DTAG FACHLICHE STÖRUNG: Der Datensatz ei
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG ONE.PSL:  leman Schnittstellenprobl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Urlaub wurde nicht genehmig
DTSE,DTAG SAP: Fehlermeldung bei Anmeldung SA
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP_HR: LAzKO nicht einsehbar
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP HR-System P91: BavTel 20: E2E20
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-EGA,DTAG AMS: AMS 26092664 Störung Produktio
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG AMS: AMS 26120220 Störung Produktio
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: ATZ-Antrag
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP: WG: Meine Arbeitszeiten erfass
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Auftrag kann nicht bearbeit
DTSE,DTAG SAP HR-System P91: Login nicht mögl
DTSE,DTAG SAP: WG: Arbeitszeitnachweise werde
TI.GSO.DE.SOLMAN-SAPHR-EGA,DTAG AMS: AMS 26117837 Störung Produktio
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: EU Antrag vom 04.11 bis 20.
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP: AMS 26117395 Störung Produktio
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Aufgabe ohne Bezug zu einem An
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: WG: Bitte um Löschung
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: BEM zurückziehen
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG Zeitmanagement: Zeiten sind korrekt
TI.GSO.DE.SOLMAN-SAPHR-DEV,"DTAG SAP: BAVTEL 2.0 ""Export BAVPGr1 Abr"
TI.GSO.DE.SOLMAN-SAPHR-DEV,"DTAG SAP: BAVTEL 2.0  SAP HR ""Lieferdate"
TI.GSO.DE.SOLMAN-SAPHR-EGA,DTAG SAP: WG: AMS 26101816 - Störung Pro
HR Enabling,DTAG SAP_HR: Dokument ist nicht verfügba
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: WG: Aufgabe geht nicht zum abs
TI.GSO.DE.SOLMAN-SAPHR-PYPB,DTAG SAP:  AMS 26124596 Störung Produkti
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: WG: Fehlermeldung Aufgabenvorr
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Fehlemeldung beim U
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: EU 25.10.24 bitte l
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: WG: Aufgabe in MyPortal lässt
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP: Fehlermeldung SAP Simu für Ren
TI.GSO.DE.SOLMAN-SAPHR-EGA,DTAG SAP:  AMS 26128936  Störung Produkt
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP_HR: gebuchte Arbeitszeiten und
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlermeldung
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP HR-System P91: Sachbearbeiterke
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: stornierter E
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP HR-System P91: Frage zum SAP Re
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Löschen abgelehnter Abwesen
DTSE,DTAG SAP HR-System: Error in E91 & T91
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: WG: Fehlermeldung
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP HR-System P91: Fehlermeldung Si
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP HR-System P91: Fehlermeldung be
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP: SAP Fehlermeldung bei Simulati
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP: SAP-Fehler
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Löschung Auftrag Abwesenheitsm
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Fehler Aufgabe Zeitwirtschaft
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP HR-System P91:  AMS 26131015  S
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Ticket aus AMS-Personal
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP HR-System P91: PM20 Personalabr
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP_HR: Trotz aktiver Vertretung ka
TI.GSO.DE.SOLMAN-SAPHR-PYPB,BenefitBudget AT i.V. mit DC wird nicht
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Änderung von gebuchtem Urla
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Änderung EU im Status gesen
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Fehlermeldung Aufgabenbereich
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: WG: BEM Workflow bitte löschen
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP: Fehlermeldung Simulation (EG N
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: Der Workflow BEM Angebot Vorga
TI.GSO.DE.SOLMAN-SAPHR-DEV,Laufzeitfehler bei Simu bei Auswahl des
TI.GSO.DE.SOLMAN-SAPHR-PYPB,DTAG AMS: AMS 26129183 Störung Produktio
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: BEM-Vorgang kann nicht bearbei
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG AMS: AMS 26120220 Störung Produktio
TI.GSO.DE.SOLMAN-SAPHR-EGA,ZGU taucht nicht in der Aufwandsentschäd
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: BEM-Vorgang wurde vom System e
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Aufgabe Abwes
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG AMS: Auftrag 26126363  Störung Prod
TI.GSO.DE.SOLMAN-SAPHR-EGA,DTAG AMS: AMS 26128958  Störung Produkti
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: BEM-Vorgang wurde vom System e
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG / CHRIS /  SAP - missing address /
TI.GSO.DE.SOLMAN-SAPHR-REORG,DTAG Mein Team: Anwendung Rast Änderung
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Löschung Auftrag von Simon Kin
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: WG: Probleme bei der Anmeldung
TI.GSO.DE.SOLMAN-SAPHR-DEV,Laufzeitfehler im PM20 Bescheinigungswes
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: bitte löschen
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Der EU Antrag
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: WG: BEM Workflow bitte löschen
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: BEM-Vorgang wurde vom System e
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: BEM-Vorgang wurde vom System e
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Problem mit meiner Urlaubsbuch
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: Workflow falsch zugewiesen
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP HR-System P91: Bitte Systemadmi
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP: die Simu mit Anzeige der BezM
TI.GSO.DE.SOLMAN-SAPHR-EGA,"Rückstellungen ATZ, Persnr 162206, Ralf"
TI.GSO.DE.SOLMAN-SAPHR-EGA,Abr. 08/24 Urlaub kaufen -> AG-Zuschuss
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG Zeitmanagement: Aussagekräftige Kur
TI.GSO.DE.SOLMAN-SAPHR-PYPB,DTAG SAP: BavTel 20: nicht für alle Anwä
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: SNC-Fehler SAP-HR P91
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG ONE.PSL:  Frage wegen täglicher aTB
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Fehlermeldung beim Arbeiten im KW P94
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG ONE.GRC: falsche Rolle zur Verfügun
TI.GSO.DE.SOLMAN-SAPHR-ZW,Die Abrechnung meiner Fahrt mit dem eige
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: BEM-Vorgang wurde vom System e
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: BEM-Vorgang
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: BEM-Vorgang wurde vom System e
TI.GSO.DE.SOLMAN-SAPHR-PYPB,Fehlender IT 9035 wegen Wechsel MA-Grupp
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Workitem kann nicht gelesen
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP_HR: Krankheit ohne Attest nicht
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Mein Team: Änderung Erste Tätigkeit
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: Anfrage:Vorsorgegespräche am 0
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP: WG: HTTP Fehler bei Freigabe v
TI.GSO.DE.SOLMAN-SAPHR-ZW,"Für Tage, an denen Zeiten vor 6 Uhr gebu"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: EU-Antrag für 12.12.24 steh
HR Enabling,Überleitung der eAkte vom 09.09.2024 an
HR Enabling,Reaktivierter Beamter// Barcodedruck nic
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Löschung Auftrag Abwesenheitsm
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Mein EU lässt sich nicht bu
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,"OpenText PowerDocs, text modules not sel"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP : External Breakpoints on E91 T
TI.GSO.DE.SOLMAN-SAPHR-PYPB,DTAG SAP HR-System P91: Ermittlung der B
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Löschung Arbeitsaufträge
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Löschung Arbeitsauftrag - Anto
DTSE,DTAG SAP: WG: Andy Munk; AMS-Auftragsnum
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Abwesenheit 2023 löschen
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: BEM-Vorgang wurde vom System e
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: BEM-Vorgang wurde versehentlic
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: BEM-Vorgang kann nicht bearbei
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Reisemanagement: Fehlermeldung: kan
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BTG 209PAS: EU Anträge kommen bei m
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Sonderzeichen aus SAP werden nicht korre
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-DEV,Einspielung Kindergeld - keine AMS-Auftr
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Fehlerhafter Urlaubsantrag
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheiten könne
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: WG: Bitte löschen oder korrigi
TI.GSO.DE.SOLMAN-SAPHR-REORG,DTAG SAP: WG: Torsten Herwig; AMS-Auftra
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Löschung myPortal Aufgabe
HR Enabling,DTAG SAP: WG: Shop Antrag 1002260188
TI.GSO.DE.SOLMAN-SAPHR-PYPB,Meldung in Simufehlerliste: ATZ (Kein Ei
TI.GSO.DE.SOLMAN-SAPHR-ZW,MA hat zum 30.06.24 ein Reisezeitguthabe
TI.GSO.DE.SOLMAN-SAPHR-EGA,Folgeauftrag zu Auftrag 26135321 Abr. 08
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte A
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: Workflow falsch zugewiesen nac
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: Workflow falsch zugewiesen nac
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: WG: Fehler bei Urlaubsantrag b
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: WG: Rückgabe BEM Vorgang 00042
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Erholungsurlaub 19.12.2024
DTSE,Anfrage Sek - DTAG SAP: Probleme mit SAP
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Antrag auf Erholungsurlaub
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte A
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Stornieren eines Abwesenheitsa
DTSE,DTAG SAP: WG: Problem bei Urlaubsgenehmi
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP_HR: Falsche Rechnung
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP: SAP Zeitwirtschaft / Seit ca.
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Workflow BEM muss beendet w
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Fehler bei Urlaubsbeantragung
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: AW: My Portal
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Fehlerhaften Urlaubsantrag
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: WG: Fehler: Workitem kann nich
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: EU Dezember 2024
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG P91: Kein Benutzer mit SNC-Name p:E
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: bitte um Lösung
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Abwesenheitsauftrag wird al
TI.GSO.DE.SOLMAN-SAPHR-PYPB,Simufehler Division durch Null nicht dur
DTSE,DTAG SAP_HR: Stundenkonto steht auf 0.00
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP: Report in Hintergrund läuft se
TI.GSO.DE.SOLMAN-SAPHR-ZW,bitte das Reisezeitkonto des MA im Monat
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG Technische HR-Themen: Fehlerhafte M
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG Mein Team: Arbeitszeitreport - EZA
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: WG: MyPortal Abwesenheiten Anz
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Abbruch Vorgang in MyPortal -
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Fehlerhafter Abwesenheitsantra
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG P91: Kein Benutzer mit SNC-Name p:E
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
DTSE,DTAG SAP: Abwesenheitskontingenttyp 1/01
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Abwesenheitsmitteilung kann
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: WG: fehlerhafter Work
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP HR-System P91: WG: BAVTEL 2.0
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-ZW,Durch Löschuser BC-E2E20429 (Export-Sst
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP HR-System P91: Reports fehlen
TI.GSO.DE.SOLMAN-SAPHR-PYPB,zu AMS 26139911 und AMS 25993790 ZMV Aus
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG Fremdkräfte verwalten: Aussagekräft
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: altes BEM läuft
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: AW: Gescheiterte Urlaubsgenehm
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Löschung fehlerhafter Erholung
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG BEM: Workflow BME der Fükr zuweisen
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP_HR: Buchungen werden negativ im
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Bitte Auftrag löschen
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP_HR: Erfasste Arbeitszeiten werd
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP_HR: Fehler Zeiterfassung am 30.
DTSE,EU für den 24.12. wurde noch als beurlau
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Umhängen BEM Workflow
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte W
DTSE,DTAG Zeitmanagement: Abwesenheitsantrag
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,"DTAG Reisemanagement: A1 Bescheinigung,"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Bei Frau Rummler wurde zum 01.07.2024 ei
DTSE,DTAG SAP_HR: Aufgabe: Bitte Nebentätigke
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG Zeitmanagement: Aussagekräftige Kur
DTSE,DTAG Einzelfahrtenversteuerung: Nach län
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: SAP Kennung/ Arbeiten nicht me
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Abwesenheitsantrag kann nic
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP HR-System P91: Keine berechtigu
HR Enabling,DTAG HRDMS/ EAKTE : Fehlermeldung: Diese
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Vorgang löschen
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Löschung Aufträge Abwesenheits
TI.GSO.DE.SOLMAN-SAPHR-PYPB,DTAG SAP HR-System P91: Mdt 050 # PNr 65
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: Workflow falsch zugewiesen
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Löschung Auftrag Abwesenheitsm
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP: BavTel 20: Ident Datei - Ident
